2014-07-12; 10:23:39;27.67;44.08
2014-07-12; 10:23:43;27.68;44.05
2014-07-12; 10:23:47;27.68;44.26
2014-07-12; 10:23:52;27.69;44.23
2014-07-12; 10:23:56;27.71;44.23
2014-07-12; 10:24:01;27.70;44.26
2014-07-12; 10:24:05;27.71;44.16
2014-07-12; 10:24:10;27.68;44.12
2014-07-12; 10:24:14;27.71;44.16
2014-07-12; 10:24:18;27.68;44.19
2014-07-12; 10:24:23;27.70;44.19
2014-07-12; 10:24:27;27.74;44.13
2014-07-12; 10:24:32;27.73;44.09
2014-07-12; 10:24:36;27.74;44.16
2014-07-12; 10:24:41;27.77;44.13
2014-07-12; 10:24:45;27.76;43.99
2014-07-12; 10:24:49;27.77;44.02
2014-07-12; 10:24:54;27.78;43.95
2014-07-12; 10:24:58;27.80;44.02
2014-07-12; 10:25:03;27.79;44.02
2014-07-12; 10:25:07;27.77;44.02
2014-07-12; 10:25:12;27.76;44.02
2014-07-12; 10:25:16;27.79;44.02
2014-07-12; 10:25:20;27.80;43.99
2014-07-12; 10:25:25;27.79;43.95
2014-07-12; 10:25:29;27.78;43.95
2014-07-12; 10:25:34;27.77;43.95
2014-07-12; 10:25:38;27.79;44.02
2014-07-12; 10:25:43;27.82;44.06
2014-07-12; 10:25:47;27.80;43.95
2014-07-12; 10:25:51;27.81;43.88
2014-07-12; 10:25:56;27.78;43.88
2014-07-12; 10:26:00;27.78;43.91
2014-07-12; 10:26:05;27.75;43.95
2014-07-12; 10:26:09;27.74;43.91
2014-07-12; 10:26:14;27.75;43.95
2014-07-12; 10:26:18;27.74;43.91
2014-07-12; 10:26:22;27.70;43.94
2014-07-12; 10:26:27;27.68;43.94
2014-07-12; 10:26:31;27.67;44.01
2014-07-12; 10:26:36;27.65;44.08
2014-07-12; 10:26:40;27.63;44.12
2014-07-12; 10:26:45;27.61;44.15
2014-07-12; 10:26:49;27.59;44.25
2014-07-12; 10:26:53;27.57;44.14
2014-07-12; 10:26:58;27.56;44.18
2014-07-12; 10:27:02;27.54;44.25
2014-07-12; 10:27:07;27.53;44.25
2014-07-12; 10:27:11;27.58;44.22
2014-07-12; 10:27:16;27.59;44.18
2014-07-12; 10:27:20;27.60;44.11
2014-07-12; 10:27:24;27.60;44.08
2014-07-12; 10:27:29;27.63;44.01
2014-07-12; 10:27:33;27.64;44.01
2014-07-12; 10:27:38;27.61;44.00
2014-07-12; 10:27:42;27.61;43.97
2014-07-12; 10:27:47;27.62;43.93
2014-07-12; 10:27:51;27.61;43.97
2014-07-12; 10:27:55;27.59;44.00
2014-07-12; 10:28:00;27.62;44.04
2014-07-12; 10:28:04;27.61;43.93
2014-07-12; 10:28:09;27.60;43.97
2014-07-12; 10:28:13;27.61;44.04
2014-07-12; 10:28:18;27.62;44.01
2014-07-12; 10:28:22;27.62;43.97
2014-07-12; 10:28:26;27.60;43.93
2014-07-12; 10:28:31;27.59;43.86
2014-07-12; 10:28:35;27.58;43.78
2014-07-12; 10:28:40;27.55;43.86
2014-07-12; 10:28:44;27.56;43.86
2014-07-12; 10:28:49;27.55;43.86
2014-07-12; 10:28:53;27.56;43.85
2014-07-12; 10:28:58;27.56;43.96
2014-07-12; 10:29:02;27.56;43.86
2014-07-12; 10:29:06;27.58;43.86
2014-07-12; 10:29:11;27.60;43.79
2014-07-12; 10:29:15;27.62;43.83
2014-07-12; 10:29:20;27.63;43.76
2014-07-12; 10:29:24;27.65;43.65
2014-07-12; 10:29:29;27.60;43.72
2014-07-12; 10:29:33;27.60;43.93
2014-07-12; 10:29:37;27.61;43.79
2014-07-12; 10:29:42;27.58;43.71
2014-07-12; 10:29:46;27.54;43.67
2014-07-12; 10:29:51;27.51;43.71
2014-07-12; 10:29:55;27.51;43.78
2014-07-12; 10:30:00;27.52;43.78
2014-07-12; 10:30:04;27.53;43.74
2014-07-12; 10:30:08;27.54;43.71
2014-07-12; 10:30:13;27.49;43.78
2014-07-12; 10:30:17;27.50;43.82
2014-07-12; 10:30:22;27.53;43.71
2014-07-12; 10:30:26;27.55;43.64
2014-07-12; 10:30:31;27.57;43.64
2014-07-12; 10:30:35;27.50;43.67
2014-07-12; 10:30:39;27.50;43.60
2014-07-12; 10:30:44;27.52;43.56
2014-07-12; 10:30:48;27.54;43.57
2014-07-12; 10:30:53;27.56;43.57
2014-07-12; 10:30:57;27.58;43.42
2014-07-12; 10:31:02;27.54;43.49
2014-07-12; 10:31:06;27.54;43.49
2014-07-12; 10:31:10;27.54;43.46
2014-07-12; 10:31:15;27.55;43.46
2014-07-12; 10:31:19;27.52;43.46
2014-07-12; 10:31:24;27.47;43.49
2014-07-12; 10:31:28;27.46;43.63
2014-07-12; 10:31:33;27.45;43.63
2014-07-12; 10:31:37;27.44;43.59
2014-07-12; 10:31:41;27.45;43.63
2014-07-12; 10:31:46;27.50;43.63
2014-07-12; 10:31:50;27.51;43.57
2014-07-12; 10:31:55;27.52;43.49
2014-07-12; 10:31:59;27.49;43.34
2014-07-12; 10:32:04;27.48;43.27
2014-07-12; 10:32:08;27.48;43.31
2014-07-12; 10:32:12;27.46;43.34
2014-07-12; 10:32:17;27.47;43.34
2014-07-12; 10:32:21;27.45;43.34
2014-07-12; 10:32:26;27.43;43.37
2014-07-12; 10:32:30;27.42;43.37
2014-07-12; 10:32:35;27.41;43.41
2014-07-12; 10:32:39;27.40;43.41
2014-07-12; 10:32:43;27.40;43.41
2014-07-12; 10:32:48;27.39;43.55
2014-07-12; 10:32:52;27.39;43.48
2014-07-12; 10:32:57;27.42;43.62
2014-07-12; 10:33:01;27.41;43.62
2014-07-12; 10:33:06;27.42;43.55
2014-07-12; 10:33:10;27.45;43.48
2014-07-12; 10:33:14;27.43;43.41
2014-07-12; 10:33:19;27.46;43.34
2014-07-12; 10:33:23;27.44;43.30
2014-07-12; 10:33:28;27.44;43.30
2014-07-12; 10:33:32;27.46;43.27
2014-07-12; 10:33:37;27.46;43.23
2014-07-12; 10:33:41;27.44;43.27
2014-07-12; 10:33:45;27.46;43.27
2014-07-12; 10:33:50;27.44;43.30
2014-07-12; 10:33:54;27.46;43.34
2014-07-12; 10:33:59;27.47;43.27
2014-07-12; 10:34:03;27.47;43.23
2014-07-12; 10:34:08;27.46;43.23
2014-07-12; 10:34:12;27.41;43.26
2014-07-12; 10:34:16;27.42;43.27
2014-07-12; 10:34:21;27.43;43.27
2014-07-12; 10:34:25;27.45;43.23
2014-07-12; 10:34:30;27.46;43.20
2014-07-12; 10:34:34;27.44;43.19
2014-07-12; 10:34:39;27.42;43.19
2014-07-12; 10:34:43;27.40;43.30
2014-07-12; 10:34:47;27.39;43.30
2014-07-12; 10:34:52;27.40;43.34
2014-07-12; 10:34:56;27.43;43.30
2014-07-12; 10:35:01;27.43;43.26
2014-07-12; 10:35:05;27.38;43.26
2014-07-12; 10:35:10;27.39;43.33
2014-07-12; 10:35:14;27.39;43.26
2014-07-12; 10:35:18;27.37;43.19
2014-07-12; 10:35:23;27.38;43.26
2014-07-12; 10:35:27;27.35;43.19
2014-07-12; 10:35:32;27.33;43.26
2014-07-12; 10:35:36;27.35;43.30
2014-07-12; 10:35:41;27.38;43.30
2014-07-12; 10:35:45;27.39;43.23
2014-07-12; 10:35:49;27.41;43.16
2014-07-12; 10:35:54;27.41;43.26
2014-07-12; 10:35:58;27.42;43.37
2014-07-12; 10:36:03;27.42;43.34
2014-07-12; 10:36:07;27.44;43.19
2014-07-12; 10:36:12;27.45;43.12
2014-07-12; 10:36:16;27.46;43.05
2014-07-12; 10:36:20;27.47;43.05
2014-07-12; 10:36:25;27.47;43.02
2014-07-12; 10:36:29;27.46;43.06
2014-07-12; 10:36:34;27.44;42.98
2014-07-12; 10:36:38;27.42;42.94
2014-07-12; 10:36:43;27.42;42.94
2014-07-12; 10:36:47;27.46;42.98
2014-07-12; 10:36:51;27.46;42.94
2014-07-12; 10:36:56;27.46;42.87
2014-07-12; 10:37:00;27.44;42.91
2014-07-12; 10:37:05;27.42;42.94
2014-07-12; 10:37:09;27.42;42.98
2014-07-12; 10:37:14;27.44;42.94
2014-07-12; 10:37:18;27.42;42.98
2014-07-12; 10:37:22;27.43;43.01
2014-07-12; 10:37:27;27.41;42.98
2014-07-12; 10:37:31;27.41;42.94
2014-07-12; 10:37:36;27.38;42.94
2014-07-12; 10:37:40;27.37;42.94
2014-07-12; 10:37:45;27.38;42.97
2014-07-12; 10:37:49;27.37;42.97
2014-07-12; 10:37:53;27.38;42.97
2014-07-12; 10:37:58;27.35;42.97
2014-07-12; 10:38:02;27.34;43.15
2014-07-12; 10:38:07;27.34;43.18
2014-07-12; 10:38:11;27.32;43.04
2014-07-12; 10:38:16;27.37;43.01
2014-07-12; 10:38:20;27.35;42.97
2014-07-12; 10:38:24;27.36;42.97
2014-07-12; 10:38:29;27.35;42.97
2014-07-12; 10:38:33;27.31;42.97
2014-07-12; 10:38:38;27.29;42.96
2014-07-12; 10:38:42;27.30;43.04
2014-07-12; 10:38:47;27.27;43.03
2014-07-12; 10:38:51;27.27;43.10
2014-07-12; 10:38:55;27.28;43.21
2014-07-12; 10:39:00;27.30;43.18
2014-07-12; 10:39:04;27.28;43.11
2014-07-12; 10:39:09;27.23;43.10
2014-07-12; 10:39:13;27.22;43.24
2014-07-12; 10:39:18;27.25;43.32
2014-07-12; 10:39:22;27.28;43.18
2014-07-12; 10:39:26;27.28;43.14
2014-07-12; 10:39:31;27.26;43.18
2014-07-12; 10:39:35;27.26;43.10
2014-07-12; 10:39:40;27.24;43.10
2014-07-12; 10:39:44;27.24;43.17
2014-07-12; 10:39:49;27.23;43.17
2014-07-12; 10:39:53;27.22;43.14
2014-07-12; 10:39:57;27.23;43.10
2014-07-12; 10:40:02;27.23;43.06
2014-07-12; 10:40:06;27.20;43.24
2014-07-12; 10:40:11;27.20;43.17
2014-07-12; 10:40:15;27.19;43.02
2014-07-12; 10:40:20;27.18;43.10
2014-07-12; 10:40:24;27.19;43.17
2014-07-12; 10:40:28;27.22;43.10
2014-07-12; 10:40:33;27.24;43.03
2014-07-12; 10:40:37;27.22;42.88
2014-07-12; 10:40:42;27.22;42.96
2014-07-12; 10:40:46;27.22;42.95
2014-07-12; 10:40:51;27.20;42.92
2014-07-12; 10:40:55;27.23;42.96
2014-07-12; 10:40:59;27.23;42.96
2014-07-12; 10:41:04;27.25;42.96
2014-07-12; 10:41:08;27.27;42.93
2014-07-12; 10:41:13;27.30;42.93
2014-07-12; 10:41:17;27.30;42.82
2014-07-12; 10:41:22;27.29;42.89
2014-07-12; 10:41:26;27.29;42.89
2014-07-12; 10:41:30;27.32;42.86
2014-07-12; 10:41:35;27.30;42.75
2014-07-12; 10:41:39;27.28;42.78
2014-07-12; 10:41:44;27.29;42.78
2014-07-12; 10:41:48;27.30;42.75
2014-07-12; 10:41:53;27.26;42.78
2014-07-12; 10:41:57;27.23;42.88
2014-07-12; 10:42:01;27.24;42.88
2014-07-12; 10:42:06;27.25;42.89
2014-07-12; 10:42:10;27.26;42.85
2014-07-12; 10:42:15;27.27;42.78
2014-07-12; 10:42:19;27.26;42.74
2014-07-12; 10:42:24;27.25;42.74
2014-07-12; 10:42:28;27.28;42.75
2014-07-12; 10:42:32;27.27;42.78
2014-07-12; 10:42:37;27.24;42.74
2014-07-12; 10:42:41;27.24;42.74
2014-07-12; 10:42:46;27.22;42.74
2014-07-12; 10:42:50;27.24;42.74
2014-07-12; 10:42:55;27.26;42.74
